Algin,Good,"Anti-Aging, Hydration, Soothing","Anti-Aging, Hydration, Soothing, Antioxidant, Plant Extracts, Emollient",,Brown algae.
Aliphatic Hydrocarbon,Good,Hydration,"Hydration, Emollient, Texture Enhancer",,Hydrocarbon contained in natural gas and mineral oils. It is a synthetic fluid with varying properties.
Allyl Methacrylates Crosspolymer,Good,,"Film-Forming Agent, Texture Enhancer, Polymer",,"Synthetic, non-aqueous polymer whose chief function is as a texture enhancer."
Alteromonas Ferment Extract,Good,Hydration,"Hydration, Plant Extracts, Antioxidant",,"Alteromonas is found in deep areas of seawater. Due to its polysaccharide structure, it has water-binding properties for skin and is reportedly a good soothing ingredient. There is preliminary information indicatiing that this ingredient also contributes to repairing skin’s surface. As more research is done, it appears this ingredient holds even more promise for skin."
Althaea Rosea,Good,Soothing,"Soothing, Plant Extracts, Texture Enhancer",Also called mallow | Used as a texture enhancer in cosmetics | May have soothing properties,Althaea rosea is also called mallow. It can be used as a texture enhancer in cosmetics and may have soothing properties.
Aluminum,Good,,,,"Aluminum is the most common element on Earth. It’s also a common source of confusion in terms of its presence in cosmetics, specifically whether that presence poses a health risk. The fact is, when you read “aluminum” on an ingredient list, it isn’t pure aluminum— not even close. Pure aluminum is not added to any skincare or makeup product. Rather, compounds (mixtures of aluminum), such as aluminum combined with other natural elements, are safety used in a variety of ways in personal care products, foods and medicines. These compounds contain only traces of aluminum, and in daily use over the long term are perfectly safe. Such ingredients actually contain less aluminum than what occurs naturally in plants, vegetables or even in the human body). Here are a few examples of the most common aluminum compounds used as ingredients in cosmetics, and a brief description of what they are (as well as their global safety status). 1. Aluminum chlorohydrate and aluminum chloride contain only trace quantities of pure aluminum. These are most commonly used in antiperspirant and deodorants (and some medications) with extensive safety records. 2. Alumina is also not “aluminum,” but rather a combination of minerals that contain various mixtures of aluminum, silica, chloride or zirconium and oxygen. It is also known as “aluminum oxide” or “aluminum hydroxide,” and is used safely in cosmetics, medicines and medical devices. 3. Magnesium aluminum silicate is refined from clay and often used as an absorbent ingredient in cosmetics. It is unable to penetrate skin. 4. Aluminum starch is made from a reaction of a plant-derived ingredient (starch), and often used as a thickening or absorbent ingredient in cosmetics. It has an extensive safety record. In cosmetics, the minute quantities of aluminum present in such ingredients are not at risk of absorption, as it these ingredients are insoluble—they are physically incapable of absorption into the body. This is true of such ingredients, whether they are used in cosmetics or skincare/personal care products. In fact, skin does not readily absorb cosmetic ingredients. It’s actually quite challenging to penetrate the skin’s outer layers with skincare or medical products- such formulas must be specifically engineered to allow ingredients to penetrate even the most superficial layer of skin. Thus, aluminum or aluminum ingredients do not contribute to health risks, and a link otherwise has not been established. Quite the opposite, as the Mayo Clinic, The World Health Organization, the European Union and the FDA have all concurred that there is no linkage of aluminum in personal care products to other health risks. Published literature and an overwhelming amount of research has shown that skin cannot absorb aluminum from these ingredients, and what is used is far less than what we are exposed to daily in the food and water (given aluminum is a natural element that’s present all around us—whether we use products with aluminum ingredients or not)."
Aluminum Hydroxide,Good,Oil Control,"Oil Control, Texture Enhancer, Absorbent","Found naturally in certain minerals | Opacifying agent, skin protectant, and absorbent | Ruled safe as used in cosmetics | Also used as an antacid","Aluminum hydroxide is an inorganic material found naturally in the minerals bauxite and gibbsite. In medical settings it serves as an antacid (and is available over the counter in a number of antacid formulations). In cosmetics, aluminum hydroxide is quite versatile: it’s employed as an opacifying agent, skin protectant, texture enhancer and absorbent. It also functions as a coloring agent, but perhaps its most important role is a coating agent for mineral UV filters such as titanium dioxide. In this role, it helps prevent the breakdown of titanium dioxide, preventing the formation of free radicals on skin. Note: In some sunscreens with mineral filters, the aluminum hydroxide derivative alumina is used. The independent Cosmetic Ingredient Review has ruled aluminum hydroxide safe in its current use in cosmetics."
Aluminum Magnesium Silicate,Good,Oil Control,"Oil Control, Absorbent, pH Adjuster/Stabilizer",,Salt that has absorbent properties.
Aluminum Powder,Good,,Coloring Agent/Pigment,,Metallic element used as a coloring agent. It is composed of finely ground particles of aluminum. Permanently listed (since 1977) by the FDA as a safe coloring additive.
Aluminum Starch Octenylsuccinate,Good,Oil Control,"Oil Control, Texture Enhancer, Absorbent",,"A synthetic powdery thickening agent, absorbent, and anti-caking agent used in cosmetics. When listed among the first few ingredients in a product, chances are the product will have a powder-like matte finish and fast dry time."
Aluminum Stearate,Good,,"Texture Enhancer, pH Adjuster/Stabilizer",,Aluminum stearate is an aluminum salt of stearic acid that functions as a thickening agent and helps stabilize products.
Aminobutyric Acid,Good,Hydration,"Hydration, Antioxidant, Humectant",,Amino acid that has water-binding properties for skin and may be a soothing agent.
Aminomethyl Propanediol,Good,,pH Adjuster/Stabilizer,,Used to adjust pH in cosmetics.
Aminomethyl Propanol,Good,,pH Adjuster/Stabilizer,"Used to adjust and control the pH of a formulation | Enhances the penetration of other skin care ingredients, making them more effective | Often used in exfoliating acid formulations | Also common in hair care products and other forms of skin care like serums and lotions | Considered safe for skin in 2% concentration or less","Aminomethyl propanol is a synthetic ingredient used in cosmetics as a pH adjuster. It is considered safe as currently used in amounts of 2% or less in cosmetic formulas. Aminomethyl propanol can penetrate skin’s uppermost layers, but does not go further, meaning it does not get into the body. It is believed to aid the penetration of other skin care ingredients which in some circumstances (such as exfoliating acids) can make them more effective while at the same time keeping their efficacious pH range stable. Aminomethyl propanol can be found in all kinds of beauty products from serums and lotions to hair care formulations and dyes, and so on."
Aminopropyl Ascorbyl Phosphate,Good,"Anti-Acne, Dark Spot Fading","Anti-Acne, Dark Spot Fading, Antioxidant",Derivative of l-ascorbic acid (pure vitamin C) | Purported to be more stable than l-ascorbic acid | Has antioxidant properties | Mitigates the visible effects of sun damage,"Aminopropyl ascorbyl phosphate is a water-soluble derivative of vitamin C. Specifically, it is a combination of l-ascorbic acid (pure vitamin C) and 3-aminopropyl dehydrogen phosphate, a molecule purported to enhance the stability of the l-ascorbic acid. Like most forms of vitamin C, aminopropyl ascorbyl phosphate has value for its antioxidant properties (specifically for its ability to scavenge free radicals) as well as its ability to help mitigate the visible effects of sun damage. Extensive studies have not been done yet on the safety of this form of vitamin C as used in cosmetics, though the form of vitamin C it is derived from is considered safe. Usage levels of aminopropyl ascorbyl phosphate range from 0.1–1%. Unlike pure vitamin C, the pH range for this derivative is much broader, giving it greater formulary flexibility."
Aminopropyl Triethoxysilane,Good,,Texture Enhancer,Synthetic texture enhancer and surface modifier | Helps improve the aesthetics and performance of other ingredients | Sometimes used in dispersions with film-forming ingredients | Used to crosslink polymers to create gels in water-based solution,"Aminopropyl triethoxysilane is a synthetic texture enhancer that also helps modify the surface of other ingredients. For example, it can help make water-phobic ingredients more water-loving and also enhance the performance and aesthetics of UV filters such as titanium dioxide. Derived from silicone, aminopropyl triethoxysilane is sometimes used in dispersions with film-forming ingredients. This ensures a product such as a cream or lotion applies and distributes its key ingredients evenly. This ingredient may also be used to crosslink polymers in water-based solutions, creating pleasant-feeling gel textures with good adhesion properties."
Ammonium Acryloyldimethyltaurate/VP Copolymer,Good,Hydration,"Hydration, Texture Enhancer, Film-Forming Agent, Polymer",,Ammonium acryloyldimethyltaurate/VP copolymer is a synthetic polymer and film-forming agent that also serves to thicken cosmetic formulas. It is used in low amounts in a variety of products due to its stabilizing abilities and esthetically pleasing feel.
Ammonium Glycyrrhizate,Good,Soothing,"Soothing, Plant Extracts","Compound isolated from licorice plants | Used as a soothing, skin-conditioning agent in personal care products | Delivers a sweet flavor, hence may be used in products such as lipstick or lip balm | 5% maximum concentration recommended in cosmetic products","Ammonium glycyrrhizate is a compound isolated from licorice plants that is used as a soothing skin-conditioning agent in personal care products. It may also be included as a flavoring agent to deliver a sweet taste to products such as lipstick or lip balm. Ammonium glycyrrhizate is supplied as a white crystalline powder. Manufacturers have also used ammonium glycyrrhizate as part of liposome/nanocarrier system to enhance the delivery of other topicals. The 2007 Cosmetic Ingredient Review for ammonium glycyrrhizate recommended a 5% maximum concentration for use in personal care formulations. Amounts much lower than that, typically less than 1% are used in leave-on skin care products. It doesn’t take much of this licorice derivative to soothe."
Ammonium Laureth Sulfate,Good,,Cleansing Agent,,Used primarily as a detergent cleansing agent; considered gentle and effective. It can be derived from coconut.
Ammonium Lauryl Sulfate,Good,,Cleansing Agent,,Used primarily as a detergent cleansing agent; considered gentle and effective. It can be derived from coconut.
Ammonium Polyacryloyldimethyl Taurate,Good,,"Texture Enhancer, Emulsifier","Synthetic polymer that helps stabilize cosmetics and control their texture | Works especially well as an emulsifier in clear formulas | Contributes to a soft, refreshed finish on skin | Can be used in a wide variety of formulas without causing stability issues","Ammonium polyacryloyldimethyl taurate is a synthetic polymer powder made from ammonium salts. Its primary role in cosmetics is to helps stabilize emulsions by controlling their viscosity, but it also offers a light, refreshing and soft finish. This polymer is found in several blends with various silicones and the dry finish solvent isohexadecane. In this capacity, ammonium polyacryloyldimethyl taurate contributes to the smooth aesthetics, silky dry down, and stability benefits its partner ingredients provide. Usage levels range from 0.015–2.3% depending on formulary requirements. A draft report by the Cosmetic Ingredient Review Board has confirmed its safety as used in cosmetics."
Amodimethicone,Good,Hydration,"Hydration, Silicone, Texture Enhancer, Emollient",,Amodimethicone is a type of silicone that can be used to adjust formularly texture and emolliency.
Amygdalic Acid,Good,"Anti-Aging, Evens Skin Tone, Dark Spot Fading","Anti-Aging, Evens Skin Tone, Dark Spot Fading, Exfoliant, Antioxidant",Also known as mandelic acid | An alpha hydroxy acid (AHA) that can exfoliate skin | Generally more tolerable for those with sensitive skin | Must be in opaque packaging to maintain its effectiveness,"Amygdalic acid, also known as mandelic acid, is a type of alpha hydroxy acid (AHA). There’s some research showing mandelic acid is an effective exfoliant, although it’s not as effective as glycolic acid due to its larger size (it’s twice as big as glycolic acid) and slower penetration into skin; however, these traits can also make mandelic acid more tolerable for those with sensitive skin. Unlike glycolic acid, mandelic acid is light-sensitive and must be packaged in an opaque container to remain effective. It may be synthetic or derived from almonds. Like other AHAs, mandelic acid is most effective in leave-on products that are within a 3-4 pH range. A couple studies have shown that mandelic acid and salicylic acid worked well together in a higher-strength peel for use on darker skin tones struggling with discolorations, including post-acne marks. However, what we don’t know is how well mandelic acid would’ve worked on its own - it’s possible the results were more from salicylic acid than the combination of the two acids. Other research has shown mandelic acid can increase sebum (oil) production, which isn’t great for oily skin but would be a benefit for dry skin."
Amylopectin,Good,,Texture Enhancer,"A polysaccharide commonly known as starch | Adds bulk, binds and helps improve texture of cosmetics | Derived from common foods such as bananas and potatoes | Considered safe for topical use","Amylopectin is a water-insoluble polysaccharide starch whose high molecular weight doesn’t penetrate skin. Its main purpose when used in cosmetics is to control the viscosity (thickness) of products via its binding properties. This contributes to the product’s texture and flow. In cosmetics, amylopectin may be supplied as a gel, liquid, or as granules. This starch, which is also a natural polymer, is derived from unripe fruit (bananas are a common source), tubers (potatoes) and cereal grains like wheat and barley. It makes up between 70–80% of what’s considered common starch, the latter being the polysaccharide amylose, which is the type of starch that can crystallize. Amylopectin is considered safe as used in cosmetics, with no concentration restrictions pertaining to its use."
Anacyclus Pyrethrum Root Extract,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant, Plant Extracts","Long used in traditional Moroccan medicine | Root extract has skin-beneficial antioxidant properties | Oil has fragrant components | Also called pellitory, Spanish pellitory, or Mount Atlas daisy","Anacyclus pyrethrum root extract comes from a type of flowering plant that is native to parts of the Mediterranean and North Africa. It’s also known as pellitory, Spanish pellitory, or Mount Atlas daisy. Long used in various aspects of Moroccan traditional medicine, it’s now gaining traction for its beneficial properties in both clinical and over-the-counter settings. A growing body of research is finding that the extract from this plant, particularly its roots, has antioxidant benefits for skin, fighting signs of damage, particularly from sun exposure. As with many flowering plants, the oil of this plant has some fragrant compounds that aren’t skin beneficial, making it important to observe which parts of it are used in skin care preparations."
Anacystis Nidulans Extract,Good,Hydration,"Hydration, Antioxidant, Plant Extracts, Texture Enhancer",,Anacystis nidulans extract is a type of blue-green algae used in cosmetics to enhance a formula’s texture. It also has antioxidant properties.
Ananas Sativus Fruit Extract,Good,"Evens Skin Tone, Anti-Aging","Evens Skin Tone, Anti-Aging, Plant Extracts, Exfoliant",,"Ananas sativus fruit extract is better known as pineapple extract. It contains some antioxidant and skin-soothing properties, particularly from the enzyme bromelain it contains."
Andiroba Oil,Good,"Hydration, Anti-Aging","Hydration, Anti-Aging, Plant Extracts, Emollient",,Extracted from the Brazilian mahogany tree; it has skin soothing properties.
Anethum Graveolens,Good,,Plant Extracts,,
Anhydroxylitol,Good,Hydration,"Hydration, Plant Extracts, Humectant",,"A natural, plant-derived ingredient that acts as a humectant to help skin absorb and retain moisture."
Annato Extract,Good,Anti-Aging,"Anti-Aging, Plant Extracts, Coloring Agent/Pigment","Seed-derived natural colorant | A good source of carotenoid-based antioxidants | Used in cosmetics, foods, paints and textiles (clothing) | Deemed safe for all intended uses","Annatto is a natural coloring agent derived from the seed portion of the Bixa orellana , which comes from a tropical tree native to Central and South America. It’s also known as urucum, which translates to “red”. The intensely-hued orange-red powder derived from the seeds isn’t just used as a natural colorant in cosmetics—it’s also used in foods (it’s how paprika gets its bright color and what makes butter yellow), paints, and textiles throughout the world. Fun fact: 70% of the natural colorants used in foods are derived from annatto! It’s considered safe, non-toxic and isn’t known to irritate skin. Research has shown annatto’s use in food may play a protective role in the prevention of food-borne illness. The color of annatto comes from a carotenoid compound known as bixin. Along with this antioxidant compound are others that can benefit skin, including isobixin, beta-carotene, cryptoxanthin, lutein, zeaxanthin, ellagic acid, and the amino acids threonine, tryptophan, and phenylalanine. The United States Food & Drug Administration has deemed annatto safe as used in cosmetics, including in products meant for use on lips and around the eyes. Concentrations vary based on desired color outcome and it’s been observed that the pH of a given water-based formula plays a role in the color’s outcome."
Annona Cherimola Fruit Extract,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Plant Extracts, Antioxidant","AKA cherimoya extract | Plant-derived, antioxidant-rich ingredient | Defends skin from pro-aging agents | Can contribute to skin-soothing","Annona cherimola fruit extract, also known as cherimoya extract, is a plant-derived ingredient that contains antioxidants which can help defend skin and contribute to anti-aging efforts. This extract comes from the cherimoya fruit (AKA custard apple), a product of the Anona cherimola plant that thrives in tropical and subtropical climates. Studies reveal that Annona cherimola fruit extract contains a plethora of phenolic compounds (like lutein, rutin, catechin and vanillic acid) as well as vitamins (vitamin A and C). Phenolic compounds and vitamins both function as antioxidants, a group of diverse compounds that defend skin from pro-aging environmental damage. Research also suggests this plant extract can contribute to soothing and helps curb the growth of unwanted microorganisms that could negatively impact skin’s microbiome. There’s limited research on Annona cherimola fruit extract’s impact on skin. However, the current research on the extract itself is promising. Suppliers of this ingredient suggest usage levels ranging from 3% to 10% when part of a blend. Annona cherimola fruit extract has other applications in traditional medicine, plant care and the pharmaceutical industry, where it can be used against degenerative and chronic diseases when ingested. Note: Topical use in cosmetics will not have these effects."
Apium Graveolens Extract,Good,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts","Scientific name for celery extract | Rich source of antioxidants | Contains caffeic acid, ferulic acid, & leuteolin | Helps fight free-radical damage","Apium graveolens extract is the scientific name for the extract of celery, a fibrous stalk vegetable best known for its use in cooking. Numerous studies have shown that celery extract is a rich source of antioxidants, particularly compounds known as polyphenols which contribute to celery’s green color. It also contains compounds including caffeic acid, ferulic acid, and luteolin. Most research on celery extract focuses on its internal benefit, though there are a growing number of studies showing it can have a positive impact on skin, particularly in its ability to fight free-radical damage. Apium graveolens extract is used as part of a blend with cosmetic ingredients such as butylene glycol, glycerin, or a triglyceride. In such instances, the recommended usage level is 3%. One note: the oil extracted from celery is a potential skin irritant because of its fragrant and tannic components."
Aqua/Water/Eau,Good,Hydration,"Hydration, Solvent",The most widely used cosmetic ingredient | Functions as a solvent | Typically appears as the first ingredient in skin care products | Only a 10% concentration is needed in skin’s outer layers for softness and pliability,"Aqua/Water/Eau (also simply known as water) is the most frequently used cosmetic ingredient. Aqua/Water/Eau in skin care products is almost always listed first on an ingredient label because it is usually the ingredient with the highest concentration in the formula. Water’s primary function in skin care formulas is as a solvent. Despite claims of skin’s need for hydration and claims regarding special types of water, it turns out that water for skin may not be as an important ingredient as commonly thought. Only a 10% concentration of water in the outer layer of skin is necessary for softness and pliability in this part of the epidermis, known as the stratum corneum. Studies that have compared the water content of dry skin with that of normal or oily skin do not find a statistically significant difference in moisture levels between them. Further, too much water can be a problem for skin because it can disrupt the essential substances in skin’s surface layers that keep it intact, smooth, and healthy-looking. As an example, recall how skin on your fingers and toes “prune” when you soak in the bathtub or other body of water for too long."
Arachidic Acid,Good,Hydration,"Hydration, Emollient, Texture Enhancer",,Derived from peanut oil and used as an emollient and thickening agent in cosmetics.
Arachidyl Alcohol,Good,Hydration,"Hydration, Emollient, Texture Enhancer",Waxy substance used as a thickening agent and emollient in cosmetics | A non-irritating fatty alcohol that is gentle on skin | May also be used as part of an emulsifying blend to help create a cohesive texture | Can be incorporated in a wide variety of beauty products,"Arachidyl alcohol is a waxy fatty alcohol used as a thickening agent and emollient in cosmetics. It is non-irritating as opposed to harsh, drying forms of alcohol. Arachidyl alcohol may also function as part of an emulsifying blend to help keep unlike ingredients (such as oil and water) from separating in a formula. Despite this benefit, it’s considered hydrophobic, meaning it’s nearly insoluble in water. This explains why it is often used as part of a blend with water-soluble emulsifiers. You can find this ingredient incorporated in all kinds of beauty products including facial moisturizers, body lotions, and anti-aging treatments. It is sometimes referred to as 1-Eicosanol. Concentration protocols haven’t been established for arachidyl alcohol, but it is not known to be a skin sensitizer in amounts commonly used in cosmetics."
Arachidyl Glucoside,Good,,"Cleansing Agent, Emulsifier","Mild surfactant and emulsifying agent | Often used to enhance the texture of skin care products, such as facial creams | Made from the condensation of arachidyl alcohol and glucose | Described as a cloudy, pale yellow viscous solution | Deemed safe by the Cosmetic Ingredient Review Expert Panel","Arachidyl glucoside is a mild surfactant (cleansing) and emulsifying agent, made from the condensation of a gentle fatty alcohol (arachidyl alcohol) and glucose. It is most often used to enhance the texture of skin care products, such as facial creams. In its raw material form, arachidyl glucoside is described as a cloudy, pale yellow viscous solution. It’s typically part of ingredient blends that include arachidyl and/or behenyl alcohols. A 2013 assessment by the Cosmetic Ingredient Review Expert Panel looked at cosmetic products containing 0.08-0.6% arachidyl glucoside and determined the ingredient is safe when formulated to be nonirritating."
Arachidyl Propionate,Good,Hydration,"Hydration, Emollient, Texture Enhancer",,Waxy substance used as a thickening agent and emollient in cosmetics.
Arachis Hypogaea (Peanut) Oil,Good,Hydration,"Hydration, Emollient, Plant Extracts, Antioxidant",,Emollient plant oil similar to all nonfragrant plant oils.
Artemia Extract,Good,Hydration,Hydration,,Artemia extract is the extract from a type of zooplankton that can have hydrating benefits.
Artemisia Annua Extract,Good,"Anti-Aging, Hydration, Soothing","Anti-Aging, Hydration, Soothing, Antioxidant, Humectant, Plant Extracts",Long used in traditional Chinese medicine | Soothes skin upon application | Exhibits antioxidant properties | Shores up skin’s barrier,"Artemisia annua extract is the extract of a plant native to temperate parts of Asia and known by a variety of names, including sweet wormwood, sweet mugwort, annual mugwort, and annual wormwood. This plant and extracts from various parts of it have been used in traditional Chinese medicine for centuries. This extract is another case where ancient knowledge is backed by modern evidence. Research shows Artemisia annua has a significant soothing effect when applied to skin. As with most plant extracts, it exhibits antioxidant properties, being a source of flavonoids and polyphenols. Studies also point to Artemisia annua extract’s ability to shore up skin’s barrier and help prevent trans epidermal water loss (TEWL). As of this writing, the independent Cosmetic Ingredient Review panel has not done a full safety assessment of Artemisia annua extract as used in makeup and skin care products. Whether used alone or as part of a blend, the recommended use level of Artemisia annua extract ranges from 2–4%."
Ascophyllum Nodosum,Good,Hydration,"Hydration, Plant Extracts, Antioxidant, Texture Enhancer",,Ascophyllum nodosum is a type of cold water brown seaweed that has antioxidant properties and serves as a texture enhancer in cosmetics.
Asiaticoside,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant, Plant Extracts",One of the soothing compounds present in Centella asiatica | Has proven skin-soothing properties | Antioxidant benefits help reduce the chance of pro-aging damage | Used in cosmetics in amounts between 0.2% and 5%,"Asiaticoside’s one of the major triterpene saponins present in Centella asiatica (AKA Gotu Kola and cica), functioning as an antioxidant and soothing ingredient when used in skin care. It might be easy to confuse asiaticoside for the plant extract _Centella asiatica_’s other impactful compounds, madecassoside, asiatic acid and madecassic acid, however asiaticoside is its own substance. Research continually demonstrates asiaticoside’s soothing properties on skin, making it particularly suitable for sensitive skin types, as well as even being suitable for skin prone to eczema or rosacea. Asiaticoside also assists skin in mitigating the damage that’s associated with external pro-aging aggressors, like UV rays and pollution. This additional defense helps keep skin appearing more youthful in the long-term, deterring the formation of wrinkles, fine lines and an uneven tone often associated with environmental damage. Further studies have suggested that asiaticoside might have a positive impact on skin firmness through helping to support skin’s underlying architectural structure, but more research needs to be conducted to confirm this conclusion. When used in skin care and cosmetics, asiaticoside’s usually included in formulas in amounts between 0.2% and 5%."
Aspalathus Linearis Extract,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant, Plant Extracts","Plant extract that’s also known as Rooibos | Contains aspalathin, an antioxidant unique to Aspalathus linearis | Assists skin in protecting itself from pro-aging damage | Exhibits skin-soothing benefits","Aspalathus linearis extract is a natural skin care ingredient derived from a South African plant of the same name. It works to keep skin looking youthful and healthy through its antioxidant benefits. This plant’s also known as Rooibos, with the leaves of this shrub commonly used to create herbal tea. Aspalathus linearis produces an antioxidant-rich extract whose polyphenols assist skin in mitigating the pro-aging damage that environmental agents, like pollution and UV rays, cause. Among these helpful compounds, aspalathin is the most notable polyphenol present, since it’s only found in this plant. Much like with other antioxidant-rich extracts, this skin care ingredient should only be packaged within air-tight and light-proof containers so that it maintains its potency. Aspalathus linearis extract also helps soothe skin, although more research is needed to conclude just how this natural ingredient does so. The Cosmetic Ingredient Review Expert Panel has yet to review Aspalathus linearis extract. According to ingredient suppliers, it’s formulated in cosmetics in amounts between 1% and 3% and shows antioxidant properties at just 0.1%."
Asparagine,Good,"Anti-Aging, Hydration","Anti-Aging, Hydration, Antioxidant",,"Asparagine is a type of amino acid, fundamental constituents of all proteins found in the body. Some of amino acids can be synthesized by the body; others (known as essential amino acids) must be obtained from protein in the diet. In skin care products, amino acids act as water-binding agents, and some have antioxidant properties. Amino acids can be combined with other ingredients that have skin-restorative ability to work in unison to fight signs of aging."
Asparagopsis Armata Extract,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant, Plant Extracts, Texture Enhancer",,Extract derived from seaweed.
Aspartic Acid,Good,"Hydration, Soothing","Hydration, Soothing, Antioxidant",An amino acid that helps build collagen | Has light hydrating properties | Also works as a buffering agent in cosmetics | May be animal-derived or synthetic,"Aspartic acid is a non-essential amino acid, meaning the body doesn’t require it from dietary or supplement sources because it can make aspartic acid on its own. When it comes to skin care, aspartic acid is known to hydrate, help soothe, and strengthen skin’s environmental defenses. As with several other amino acids, aspartic acid plays a building block role in the formation of skin’s collagen and elastin. Studies have shown aspartic acid fragmentation in aged samples of human elastin, showing its degradation weakens skin’s support. It’s important to note that topical application of aspartic acid hasn’t been shown to impact collagen or elastin. Our goal here is explaining how this amino acid contributes to skin’s support. Aspartic acid also plays a role as a buffering agent in cosmetics, helping to establish and hold a product’s pH. On its own, usage levels in cosmetics range between 1–6.5%. Lesser amounts are used when aspartic acid is part of a blend with other amino acids and skin-conditioning ingredients. Its safety for skin has been evaluated and confirmed."
Astragalus Gummifier Gum,Good,,Texture Enhancer,,Natural gum used as a thickener in cosmetics.
Astragalus Sinicus,Good,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts",,"Astragalus sinicus is a plant with potential antioxidant properties, although there isn’t conclusive research that it functions that way when applied topically."
Astrocaryum Murumuru Seed Butter,Good,Hydration,"Hydration, Emollient, Plant Extracts",,"Astrocaryum murumuru seed butter is a non-fragrant vegetable fat that’s nearly solid at room temperature (much like dairy butter). It functions as an emollient ingredient that works to keep moisture in skin and soften its texture. More commonly known as murumuru butter, it is a species of Brazilian palm tree and its benefits are considered similar to palm oil."
Atelocollagen,Good,Hydration,"Hydration, Humectant",Usually derived from cow skin | Injected in clinical settings to heal ligaments | Also used via injection as an ingredient delivery vector | Works topically as a humectant,"Atelocollagen is a purified collagen derivative usually extracted from bovine (cow) skin. Applied topically, atelocollagen – like regular collagen – has humectant properties that result in smoother, more supple skin and a visible reduction in the appearance of fine lines and wrinkles. It does not, however, build new collagen or restore collagen production that has depleted over time (however, there are other ingredients that can do that!). This type of collagen is a polymer that has had certain peptides removed from each end to make it more tolerable for the purpose of injections. In clinical settings, this collagen has been directly injected into patients to assist the healing of torn ligaments. It is also used as a vector to deliver other ingredients via injection with minimal risk of rejection. Use levels of atelocollagen in skin care range from 1–5%, where it is typically supplied as a blend with other ingredients such as collagens, vitamins and/or plant extracts."
Barium Sulfate,Good,,"Occlusive/Opacifying Agent, Coloring Agent/Pigment, Texture Enhancer","Works to opacify products, such as creams and lotions | May help boost skin barrier recovery | Cosmetic Ingredient Review Expert Panel deemed safe for use in cosmetics","Barium sulfate is an inorganic salt that occurs in nature. As a cosmetic ingredient, the synthetic form is used so as to avoid sulfuric acid impurities that can irritate skin. It works to opacify products, such as creams and lotions but is used extensively in non-aqueous makeup products such as lipsticks, blush, and mascaras, as it helps extend the longevity of cosmetic pigments, plus apply its own “coloration” similar to how titanium dioxide adds whiteness. Barium sulfate may play a role in skin barrier recovery by preventing water loss from skin’s uppermost layers. In 2018, the Cosmetic Ingredient Review Board revisited the safety of barium sulfate as used in cosmetics, where amounts range from 0.99%-37% in either rinse-off or leave-on products. The Board determined barium sulfate is safe and non-sensitizing provided it’s formulated to be non-irritating (meaning the finished ingredient does not contain irritating salts from sulfuric acid). As the synthetic form of barium sulfate is what’s available for use in cosmetics, there is, quite literally, no need to be concerned that it might irritate skin; however, as with any cosmetic ingredient, an individual allergic reaction could still occur (although this is considered rare)."
Barley Extract,Good,Anti-Aging,"Anti-Aging, Plant Extracts, Antioxidant",,"Extract from barley plants. Can have antioxidant properties when ingested, but there is no research showing this to be the case when applied topically. Barley and its extracts/derivatives are a source of gluten. When fermented (as it is when used to make beer or when combined with yeast in cosmetics), barley extract has been shown to soothe skin."
Batyl Alcohol,Good,Hydration,"Hydration, Emollient",Non-drying alcohol | Used as a stabilizing and skin-conditioning ingredient | Derived from glycerin | Ruled safe as used in cosmetics,"Batyl alcohol is a non-drying, glycerin-derived fatty alcohol used as a stabilizing, emulsifying and skin-conditioning ingredient in skin care products. It is also known as batilol. Batyl alcohol is derived from glycerin. In some cosmetics formulations, batyl alcohol it is used to slow the absorption of other ingredients (such as licorice-derived glycyrrhizic acid) so they can stay in the upper layers of skin to have a desired effect. The independent Cosmetic Ingredient Panel has found batyl alcohol safe as used in cosmetics, where its current maximum concentration is up to 3% in leave-on products. It may be animal- or plant-derived; Paula’s Choice Skincare uses the plant-derived form."
Beeswax,Good,Hydration,"Hydration, Emollient, Texture Enhancer",,"Beeswax is often used as a thickening agent in skin care and other cosmetic products. Additionally, it offers emollient properties. This natural substance is made by bees to build the walls of their honeycomb. Also goes by the name cera alba."
Beheneth-5,Good,Hydration,"Hydration, Emulsifier, Texture Enhancer, Cleansing Agent",,Beheneth-5 is a derivative of polyethylene glycol and non-drying behenyl alcohol that functions as an emulsifier and surfactant in skin care products. It can be synthetic or plant-derived.
